invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall,gender,age,payment_method
I236062,C148855,Clothing,4,1200.32,18-05-2021,Kanyon,Male,24.0,Credit Card
I240017,C338164,Technology,5,5250.0,29-01-2023,Mall of Istanbul,Female,24.0,Credit Card
I856284,C210679,Food & Beverage,2,10.46,09-07-2021,Mall of Istanbul,Female,52.0,Credit Card
I141278,C155933,Cosmetics,5,203.3,19-12-2021,Mall of Istanbul,Female,50.0,Credit Card
I328625,C252793,Cosmetics,3,121.98,20-05-2022,Metrocity,Female,22.0,Cash
I273335,C191166,Clothing,4,1200.32,23-07-2021,Mall of Istanbul,Female,37.0,Cash
I162119,C159423,Clothing,2,600.16,22-02-2023,Kanyon,Female,24.0,Cash
I132964,C147897,Cosmetics,3,121.98,01-06-2021,Metropol AVM,Female,46.0,Debit Card
I285633,C617586,Cosmetics,1,40.66,13-06-2022,Kanyon,Female,44.0,Debit Card
I119280,C220662,Clothing,4,1200.32,19-09-2022,Kanyon,Male,51.0,Debit Card
I133262,C286126,Souvenir,2,23.46,09-01-2022,Zorlu Center,Male,41.0,Cash
I151404,C797228,Food & Beverage,4,20.92,17-02-2023,Kanyon,Male,43.0,Debit Card
I322988,C248061,Clothing,2,600.16,12-10-2022,Cevahir AVM,Female,37.0,Credit Card
I335366,C252556,Clothing,5,1500.4,01-12-2021,Kanyon,Male,58.0,Debit Card
I204088,C958885,Clothing,2,600.16,29-06-2022,Kanyon,Male,39.0,Cash
I797290,C324858,Clothing,4,1200.32,22-04-2021,Metrocity,Female,63.0,Credit Card
I335519,C221378,Food & Beverage,4,20.92,05-06-2022,Istinye Park,Male,22.0,Credit Card
I676136,C446613,Clothing,4,1200.32,05-03-2021,Metrocity,Female,23.0,Cash
I174527,C110259,Clothing,2,600.16,07-08-2022,Istinye Park,Female,30.0,Credit Card
I190566,C269192,Clothing,2,600.16,17-06-2022,Mall of Istanbul,Female,65.0,Credit Card
I203663,C944530,Clothing,5,1500.4,05-07-2022,Metrocity,Male,30.0,Credit Card
I198486,C170176,Clothing,1,300.08,30-06-2021,Kanyon,Female,63.0,Cash
I180332,C134328,Food & Beverage,5,26.15,18-06-2021,Metropol AVM,Female,37.0,Credit Card
I233994,C198238,Clothing,5,1500.4,27-06-2021,Istinye Park,Female,37.0,Credit Card
I224820,C990682,Toys,1,35.84,20-01-2022,Kanyon,Female,58.0,Cash
I490327,C143110,Toys,3,107.52,27-04-2021,Mall of Istanbul,Female,69.0,Cash
I327469,C329255,Food & Beverage,5,26.15,27-08-2021,Mall of Istanbul,Male,44.0,Credit Card
I723837,C339809,Clothing,4,1200.32,08-04-2021,Metrocity,Female,45.0,Cash
I339504,C323069,Clothing,1,300.08,10-07-2022,Kanyon,Male,41.0,Credit Card
I162696,C313685,Clothing,1,300.08,24-12-2021,Mall of Istanbul,Female,22.0,Debit Card
I247723,C532437,Clothing,2,600.16,05-07-2022,Metropol AVM,Male,60.0,Cash
I722060,C100919,Books,2,30.3,17-12-2021,Metrocity,Male,69.0,Credit Card
I581832,C929373,Cosmetics,3,121.98,23-03-2022,Mall of Istanbul,Female,20.0,Debit Card
I133415,C667201,Cosmetics,3,121.98,20-08-2021,Metrocity,Male,46.0,Credit Card
I325313,C276407,Food & Beverage,5,26.15,24-12-2022,Metrocity,Female,27.0,Cash
I597591,C334784,Shoes,3,1800.51,21-03-2022,Mall of Istanbul,Female,50.0,Credit Card
I128997,C199966,Technology,5,5250.0,11-04-2022,Istinye Park,Male,51.0,Debit Card
I323969,C228990,Clothing,1,300.08,18-04-2022,Forum Istanbul,Female,61.0,Credit Card
I159994,C531218,Clothing,2,600.16,01-06-2021,Mall of Istanbul,Male,18.0,Cash
I125078,C901417,Toys,3,107.52,18-03-2022,Metropol AVM,Female,22.0,Credit Card
I295985,C299115,Souvenir,5,58.65,02-02-2022,Kanyon,Female,26.0,Credit Card
I317012,C682373,Toys,3,107.52,26-04-2021,Mall of Istanbul,Male,62.0,Credit Card
I836390,C129927,Books,2,30.3,24-10-2021,Mall of Istanbul,Female,66.0,Debit Card
I453767,C794693,Technology,2,2100.0,24-10-2021,Metrocity,Male,52.0,Cash
I186290,C186934,Clothing,1,300.08,29-05-2021,Metrocity,Male,25.0,Cash
I267685,C190511,Food & Beverage,2,10.46,18-04-2022,Kanyon,Female,58.0,Credit Card
I275629,C254011,Clothing,4,1200.32,20-07-2021,Kanyon,Female,33.0,Credit Card
I250049,C260710,Souvenir,4,46.92,09-08-2021,Metropol AVM,Female,57.0,Debit Card
I858594,C180664,Clothing,5,1500.4,23-03-2021,Metrocity,Male,61.0,Debit Card
I117875,C271609,Clothing,3,900.24,26-02-2021,Kanyon,Male,28.0,Credit Card
I107122,C315394,Food & Beverage,3,15.69,18-11-2021,Kanyon,Male,41.0,Debit Card
I296197,C332057,Cosmetics,2,81.32,26-12-2021,Metrocity,Female,28.0,Debit Card
I122060,C276641,Clothing,3,900.24,20-07-2022,Istinye Park,Female,22.0,Cash
I154901,C159464,Cosmetics,3,121.98,25-08-2021,Metrocity,Female,25.0,Cash
I314907,C320054,Shoes,4,2400.68,14-06-2022,Kanyon,Male,46.0,Credit Card
I577727,C225369,Toys,1,35.84,02-10-2022,Metropol AVM,Female,22.0,Debit Card
I613315,C167282,Technology,3,3150.0,14-08-2022,Mall of Istanbul,Male,49.0,Credit Card
I158553,C109290,Toys,1,35.84,03-04-2021,Mall of Istanbul,Female,28.0,Credit Card
I635168,C802229,Cosmetics,5,203.3,10-02-2023,Cevahir AVM,Male,30.0,Credit Card
I645281,C162724,Toys,5,179.2,26-03-2022,Zorlu Center,Female,32.0,Cash
I479228,C118832,Clothing,5,1500.4,27-08-2022,Metrocity,Male,23.0,Credit Card
I282011,C120951,Cosmetics,1,40.66,05-11-2021,Istinye Park,Male,56.0,Cash
I165916,C214373,Books,2,30.3,01-12-2021,Zorlu Center,Female,67.0,Cash
I192063,C300691,Clothing,4,1200.32,01-02-2021,Mall of Istanbul,Male,52.0,Cash
I239027,C245657,Books,5,75.75,11-05-2022,Kanyon,Male,67.0,Credit Card
I285409,C131325,Technology,1,1050.0,07-02-2023,Metropol AVM,Male,42.0,Debit Card
I361816,C114125,Toys,4,143.36,26-04-2021,Kanyon,Female,62.0,Credit Card
I313413,C219592,Technology,2,2100.0,30-11-2021,Metropol AVM,Male,37.0,Cash
I800106,C767241,Clothing,5,1500.4,24-01-2022,Metrocity,Male,39.0,Debit Card
I285735,C384060,Clothing,3,900.24,09-11-2021,Cevahir AVM,Female,37.0,Credit Card
I114727,C129167,Clothing,4,1200.32,15-07-2022,Kanyon,Female,69.0,Cash
I367748,C316481,Cosmetics,5,203.3,19-09-2021,Mall of Istanbul,Male,65.0,Debit Card
I218059,C197616,Clothing,3,900.24,16-06-2022,Mall of Istanbul,Female,25.0,Cash
I267858,C234928,Clothing,5,1500.4,12-04-2021,Mall of Istanbul,Female,67.0,Credit Card
I317462,C196309,Clothing,5,1500.4,02-12-2021,Metrocity,Male,49.0,Cash
I182570,C285871,Clothing,4,1200.32,20-02-2022,Kanyon,Female,43.0,Credit Card
I190262,C294383,Food & Beverage,2,10.46,13-07-2021,Cevahir AVM,Female,44.0,Cash
I220122,C846996,Clothing,3,900.24,26-03-2021,Kanyon,Female,68.0,Cash
I324199,C196279,Toys,3,107.52,09-10-2022,Metrocity,Male,39.0,Cash
I200532,C304403,Clothing,5,1500.4,20-10-2022,Metropol AVM,Male,52.0,Credit Card
I332714,C275990,Clothing,2,600.16,29-08-2022,Metrocity,Female,26.0,Credit Card
I152008,C266930,Food & Beverage,4,20.92,03-10-2021,Kanyon,Male,58.0,Credit Card
I278095,C224727,Clothing,3,900.24,09-01-2021,Viaport Outlet,Female,25.0,Cash
I308951,C109472,Shoes,1,600.17,25-02-2022,Zorlu Center,Male,59.0,Cash
I569333,C438444,Toys,5,179.2,01-03-2022,Emaar Square Mall,Female,22.0,Cash
I128742,C207302,Shoes,2,1200.34,29-01-2021,Metropol AVM,Male,41.0,Cash
I317648,C160002,Cosmetics,4,162.64,07-12-2022,Kanyon,Male,39.0,Debit Card
I640634,C258116,Cosmetics,3,121.98,17-04-2021,Istinye Park,Female,59.0,Cash
I246000,C155309,Clothing,5,1500.4,26-03-2022,Mall of Istanbul,Female,55.0,Credit Card
I986399,C284429,Toys,4,143.36,19-02-2021,Viaport Outlet,Female,48.0,Credit Card
I393459,C694824,Clothing,3,900.24,01-12-2021,Metropol AVM,Female,44.0,Cash
I514556,C266042,Toys,1,35.84,11-12-2022,Viaport Outlet,Female,18.0,Cash
I159530,C189834,Clothing,5,1500.4,12-10-2022,Forum Istanbul,Female,18.0,Cash
I275519,C273742,Cosmetics,4,162.64,10-11-2022,Istinye Park,Male,20.0,Credit Card
I314205,C121594,Clothing,5,1500.4,31-08-2022,Mall of Istanbul,Male,55.0,Credit Card
I850308,C465017,Food & Beverage,4,20.92,26-06-2021,Metropol AVM,Female,33.0,Cash
I758806,C334060,Shoes,2,1200.34,04-02-2022,Metrocity,Female,67.0,Credit Card
I124551,C232514,Cosmetics,4,162.64,27-02-2022,Emaar Square Mall,Male,59.0,Credit Card
I226802,C174285,Clothing,2,600.16,06-10-2022,Forum Istanbul,Male,47.0,Credit Card
I145950,C244823,Clothing,3,900.24,06-02-2023,Mall of Istanbul,Male,61.0,Cash
I205964,C293812,Cosmetics,1,40.66,05-06-2021,Metropol AVM,Male,39.0,Cash
I994214,C898726,Cosmetics,5,203.3,23-12-2022,Istinye Park,Female,66.0,Cash
I268393,C327600,Food & Beverage,4,20.92,09-01-2023,Kanyon,Female,60.0,Debit Card
I149233,C305092,Food & Beverage,2,10.46,01-05-2021,Kanyon,Male,49.0,Credit Card
I275585,C236472,Souvenir,2,23.46,30-01-2021,Mall of Istanbul,Female,48.0,Debit Card
I322111,C126853,Clothing,5,1500.4,21-02-2022,Metropol AVM,Female,40.0,Credit Card
I206500,C471387,Technology,1,1050.0,17-01-2021,Mall of Istanbul,Female,29.0,Cash
I269052,C325083,Clothing,2,600.16,18-12-2022,Mall of Istanbul,Male,69.0,Cash
I882032,C321168,Cosmetics,2,81.32,12-01-2021,Metrocity,Male,47.0,Cash
I289041,C108902,Technology,5,5250.0,28-08-2021,Metropol AVM,Male,33.0,Debit Card
I401426,C326529,Souvenir,1,11.73,15-01-2021,Metrocity,Female,26.0,Cash
I208420,C276326,Clothing,4,1200.32,30-07-2021,Kanyon,Male,20.0,Cash
I257349,C327850,Books,4,60.6,12-03-2022,Cevahir AVM,Male,57.0,Cash
I553936,C114895,Cosmetics,5,203.3,01-01-2022,Mall of Istanbul,Female,29.0,Cash
I291725,C217733,Shoes,5,3000.85,24-11-2021,Metropol AVM,Female,24.0,Debit Card
I329982,C152906,Cosmetics,5,203.3,17-08-2022,Istinye Park,Female,36.0,Cash
I144548,C193103,Technology,1,1050.0,08-10-2021,Kanyon,Female,68.0,Debit Card
I298256,C332389,Clothing,2,600.16,17-01-2023,Metrocity,Female,46.0,Debit Card
I269923,C998102,Souvenir,4,46.92,17-02-2021,Kanyon,Female,58.0,Credit Card
I274292,C940198,Toys,1,35.84,02-06-2021,Mall of Istanbul,Male,23.0,Credit Card
I328594,C404855,Clothing,5,1500.4,19-11-2021,Kanyon,Male,55.0,Credit Card
I231266,C143178,Cosmetics,3,121.98,28-02-2023,Metrocity,Female,69.0,Cash
I303780,C649828,Cosmetics,5,203.3,14-05-2022,Metropol AVM,Male,47.0,Cash
I240079,C346909,Cosmetics,1,40.66,25-01-2022,Kanyon,Female,68.0,Cash
I805046,C279285,Shoes,2,1200.34,18-09-2021,Istinye Park,Male,53.0,Credit Card
I162929,C530229,Cosmetics,4,162.64,20-12-2021,Kanyon,Female,47.0,Cash
I199887,C292595,Shoes,4,2400.68,14-10-2021,Emaar Square Mall,Female,28.0,Debit Card
I279301,C371511,Shoes,5,3000.85,26-01-2022,Metrocity,Female,54.0,Credit Card
I185259,C153763,Cosmetics,3,121.98,25-08-2021,Istinye Park,Female,39.0,Debit Card
I133893,C845762,Toys,2,71.68,19-02-2023,Metropol AVM,Female,61.0,Cash
I124087,C314041,Toys,5,179.2,20-08-2022,Mall of Istanbul,Male,32.0,Cash
I157883,C791336,Clothing,4,1200.32,26-10-2022,Forum Istanbul,Female,69.0,Credit Card
I759120,C191932,Cosmetics,2,81.32,02-07-2022,Metrocity,Male,30.0,Cash
I268032,C568884,Clothing,4,1200.32,18-01-2021,Mall of Istanbul,Female,31.0,Cash
I203706,C318975,Shoes,2,1200.34,11-10-2021,Istinye Park,Female,32.0,Debit Card
I141399,C173575,Shoes,2,1200.34,17-05-2022,Istinye Park,Male,31.0,Credit Card
I197311,C328756,Clothing,2,600.16,25-02-2022,Kanyon,Male,35.0,Cash
I167371,C260468,Shoes,5,3000.85,07-12-2022,Mall of Istanbul,Female,48.0,Cash
I197089,C319808,Shoes,1,600.17,27-05-2021,Istinye Park,Female,31.0,Credit Card
I284498,C206193,Toys,4,143.36,10-01-2022,Kanyon,Male,25.0,Debit Card
I188812,C163993,Food & Beverage,5,26.15,29-01-2022,Kanyon,Female,47.0,Debit Card
I291757,C301906,Cosmetics,3,121.98,14-10-2021,Cevahir AVM,Male,64.0,Cash
I170988,C143101,Cosmetics,5,203.3,21-11-2022,Kanyon,Female,55.0,Cash
I190356,C120186,Books,1,15.15,03-06-2022,Mall of Istanbul,Female,60.0,Debit Card
I165675,C206217,Shoes,3,1800.51,17-03-2022,Kanyon,Female,59.0,Cash
I153466,C238864,Clothing,5,1500.4,08-11-2021,Emaar Square Mall,Female,21.0,Cash
I110136,C523172,Food & Beverage,3,15.69,15-02-2021,Mall of Istanbul,Female,22.0,Credit Card
I224712,C238847,Technology,1,1050.0,20-02-2022,Metrocity,Female,57.0,Credit Card
I732402,C880947,Toys,2,71.68,10-06-2021,Metrocity,Female,55.0,Credit Card
I338622,C310438,Food & Beverage,1,5.23,20-02-2022,Zorlu Center,Female,57.0,Credit Card
I111981,C106694,Toys,2,71.68,04-12-2022,Cevahir AVM,Male,49.0,Credit Card
I414032,C324360,Clothing,1,300.08,01-09-2022,Istinye Park,Male,19.0,Cash
I119178,C213837,Cosmetics,3,121.98,14-01-2022,Mall of Istanbul,Male,30.0,Debit Card
I282953,C157856,Food & Beverage,5,26.15,05-07-2022,Cevahir AVM,Male,23.0,Cash
I258067,C137765,Cosmetics,4,162.64,25-01-2023,Mall of Istanbul,Female,25.0,Cash
I264862,C254266,Food & Beverage,3,15.69,15-08-2021,Viaport Outlet,Male,59.0,Cash
I268692,C679790,Food & Beverage,1,5.23,24-01-2021,Mall of Istanbul,Female,40.0,Cash
I270809,C226910,Cosmetics,3,121.98,14-08-2022,Cevahir AVM,Male,53.0,Cash
I311403,C295274,Cosmetics,3,121.98,18-01-2022,Kanyon,Male,32.0,Debit Card
I127889,C957134,Souvenir,3,35.19,25-04-2022,Kanyon,Female,60.0,Cash
I717577,C683083,Shoes,2,1200.34,17-06-2021,Metrocity,Female,50.0,Credit Card
I301161,C844363,Cosmetics,3,121.98,01-01-2021,Mall of Istanbul,Female,49.0,Debit Card
I101393,C109321,Food & Beverage,3,15.69,31-07-2022,Kanyon,Female,55.0,Debit Card
I288215,C407419,Clothing,4,1200.32,13-11-2022,Mall of Istanbul,Male,31.0,Credit Card
I216059,C108265,Cosmetics,5,203.3,27-07-2021,Cevahir AVM,Female,58.0,Cash
I129391,C246440,Clothing,1,300.08,03-08-2022,Mall of Istanbul,Male,46.0,Cash
I141974,C246331,Clothing,1,300.08,23-01-2023,Metropol AVM,Male,58.0,Cash
I274878,C980983,Cosmetics,2,81.32,28-12-2022,Istinye Park,Female,31.0,Cash
I245374,C218541,Cosmetics,3,121.98,26-10-2021,Kanyon,Male,36.0,Credit Card
I171643,C161706,Shoes,1,600.17,11-12-2021,Istinye Park,Female,64.0,Cash
I195139,C317763,Toys,2,71.68,04-09-2021,Forum Istanbul,Female,62.0,Credit Card
I267640,C104519,Shoes,1,600.17,29-09-2021,Forum Istanbul,Male,52.0,Credit Card
I120355,C279019,Clothing,1,300.08,23-05-2022,Mall of Istanbul,Female,40.0,Cash
I332055,C586377,Books,3,45.45,18-06-2022,Viaport Outlet,Male,50.0,Credit Card
I713758,C158491,Food & Beverage,2,10.46,08-10-2022,Cevahir AVM,Female,19.0,Cash
I139704,C290672,Clothing,3,900.24,27-02-2022,Emaar Square Mall,Female,22.0,Cash
I295513,C619461,Toys,3,107.52,20-12-2022,Mall of Istanbul,Female,67.0,Cash
I327301,C177981,Clothing,2,600.16,16-11-2022,Metrocity,Male,56.0,Cash
I171186,C252366,Souvenir,3,35.19,06-01-2021,Cevahir AVM,Female,40.0,Debit Card
I322768,C429211,Clothing,5,1500.4,10-05-2021,Forum Istanbul,Female,69.0,Cash
I248443,C206161,Cosmetics,3,121.98,15-07-2021,Cevahir AVM,Male,51.0,Cash
I877413,C287878,Food & Beverage,2,10.46,25-04-2022,Metrocity,Male,34.0,Cash
I236755,C181552,Shoes,4,2400.68,06-04-2022,Metropol AVM,Male,63.0,Debit Card
I263074,C889949,Shoes,3,1800.51,16-08-2022,Kanyon,Female,62.0,Debit Card
I267526,C241396,Shoes,1,600.17,30-03-2022,Kanyon,Male,56.0,Cash
I174886,C923347,Clothing,5,1500.4,03-07-2021,Mall of Istanbul,Male,61.0,Debit Card
I100193,C149918,Clothing,1,300.08,26-02-2022,Istinye Park,Male,34.0,Debit Card
I103715,C297472,Books,4,60.6,16-04-2021,Kanyon,Female,34.0,Cash
I254508,C323198,Clothing,3,900.24,18-10-2022,Emaar Square Mall,Male,23.0,Credit Card
I111765,C317446,Toys,2,71.68,16-10-2021,Mall of Istanbul,Female,62.0,Cash
I164048,C267136,Clothing,4,1200.32,02-04-2021,Kanyon,Male,54.0,Cash
I927315,C612261,Toys,4,143.36,23-04-2022,Zorlu Center,Male,57.0,Cash
I262566,C209128,Clothing,3,900.24,22-04-2021,Cevahir AVM,Male,48.0,Credit Card
I927409,C131957,Food & Beverage,5,26.15,23-08-2021,Istinye Park,Male,51.0,Cash
I188993,C645026,Books,2,30.3,23-01-2021,Kanyon,Male,21.0,Cash
I613345,C265374,Technology,1,1050.0,09-02-2023,Cevahir AVM,Male,32.0,Debit Card
I225851,C419424,Clothing,1,300.08,14-11-2022,Metrocity,Female,48.0,Cash
I989622,C196868,Souvenir,3,35.19,03-03-2022,Metrocity,Male,42.0,Cash
I305653,C283395,Cosmetics,3,121.98,25-01-2023,Kanyon,Male,25.0,Debit Card
I274465,C238800,Toys,1,35.84,26-04-2021,Kanyon,Female,19.0,Cash
I284251,C212296,Cosmetics,2,81.32,06-11-2021,Viaport Outlet,Male,53.0,Cash
I429820,C206620,Souvenir,3,35.19,22-02-2021,Metrocity,Female,57.0,Cash
I109218,C277066,Shoes,4,2400.68,12-04-2022,Kanyon,Male,47.0,Cash
I136588,C188447,Clothing,2,600.16,15-10-2021,Metropol AVM,Male,40.0,Debit Card
I244499,C109531,Clothing,4,1200.32,31-07-2021,Viaport Outlet,Male,39.0,Cash
I247115,C208767,Books,1,15.15,05-10-2021,Emaar Square Mall,Male,68.0,Cash
I246166,C158525,Technology,2,2100.0,10-11-2021,Viaport Outlet,Male,37.0,Debit Card
I683539,C101401,Technology,1,1050.0,06-10-2022,Emaar Square Mall,Male,30.0,Debit Card
I281545,C130940,Toys,4,143.36,17-11-2022,Kanyon,Female,54.0,Cash
I326715,C112540,Clothing,3,900.24,25-03-2022,Metrocity,Female,69.0,Cash
I324423,C323675,Shoes,5,3000.85,18-06-2022,Kanyon,Male,25.0,Credit Card
I165976,C150811,Technology,3,3150.0,23-03-2021,Mall of Istanbul,Female,19.0,Cash
I287643,C179647,Food & Beverage,1,5.23,07-03-2023,Cevahir AVM,Male,50.0,Credit Card
I183595,C126620,Souvenir,5,58.65,29-04-2021,Kanyon,Female,68.0,Cash
I283116,C254333,Cosmetics,4,162.64,03-11-2022,Metrocity,Female,54.0,Cash
I444015,C132509,Food & Beverage,5,26.15,09-10-2021,Metropol AVM,Male,23.0,Cash
I300709,C521403,Clothing,2,600.16,21-07-2021,Kanyon,Male,18.0,Credit Card
I215907,C187423,Cosmetics,2,81.32,19-08-2022,Cevahir AVM,Female,52.0,Cash
I191843,C321765,Books,4,60.6,21-02-2021,Cevahir AVM,Male,36.0,Cash
I337072,C855253,Technology,1,1050.0,06-01-2022,Istinye Park,Female,28.0,Cash
I691313,C205099,Food & Beverage,2,10.46,18-09-2021,Istinye Park,Male,48.0,Cash
I405220,C318940,Clothing,3,900.24,10-11-2022,Kanyon,Male,36.0,Cash
I948804,C163504,Food & Beverage,5,26.15,29-05-2022,Mall of Istanbul,Female,66.0,Credit Card
I215031,C282050,Toys,4,143.36,26-12-2022,Metrocity,Male,44.0,Debit Card
I197676,C205872,Cosmetics,4,162.64,05-01-2023,Kanyon,Male,42.0,Credit Card
I264460,C637103,Clothing,3,900.24,13-02-2023,Viaport Outlet,Female,53.0,Credit Card
I304851,C336096,Shoes,3,1800.51,05-08-2022,Emaar Square Mall,Female,32.0,Cash
I183536,C958113,Food & Beverage,2,10.46,03-12-2021,Metropol AVM,Female,20.0,Cash
I212323,C653675,Food & Beverage,4,20.92,13-04-2021,Cevahir AVM,Male,31.0,Credit Card
I133255,C136111,Toys,2,71.68,27-08-2022,Mall of Istanbul,Female,37.0,Cash
I111116,C198971,Technology,1,1050.0,08-04-2021,Forum Istanbul,Female,30.0,Cash
I231273,C294377,Souvenir,1,11.73,29-03-2022,Viaport Outlet,Male,22.0,Debit Card
I102525,C240268,Cosmetics,1,40.66,16-01-2022,Kanyon,Male,61.0,Cash
I144231,C580229,Cosmetics,4,162.64,21-02-2022,Forum Istanbul,Female,63.0,Credit Card
I386714,C303081,Cosmetics,1,40.66,20-02-2022,Mall of Istanbul,Male,23.0,Debit Card
I157644,C284246,Clothing,3,900.24,24-05-2022,Metrocity,Female,22.0,Cash
I238200,C195462,Food & Beverage,1,5.23,24-11-2021,Zorlu Center,Male,55.0,Cash
I164354,C170985,Cosmetics,1,40.66,09-11-2022,Kanyon,Male,23.0,Credit Card
I238555,C170020,Clothing,1,300.08,05-03-2023,Mall of Istanbul,Male,47.0,Credit Card
I218763,C226798,Food & Beverage,4,20.92,02-07-2022,Istinye Park,Male,44.0,Debit Card
I186418,C284804,Clothing,2,600.16,13-05-2022,Forum Istanbul,Female,29.0,Cash
I769845,C114550,Toys,2,71.68,09-05-2022,Metropol AVM,Female,24.0,Credit Card
I166815,C128504,Toys,1,35.84,31-07-2022,Cevahir AVM,Female,36.0,Cash
I616254,C109800,Clothing,2,600.16,27-07-2021,Mall of Istanbul,Female,44.0,Cash
I278414,C266009,Clothing,5,1500.4,18-08-2022,Viaport Outlet,Male,51.0,Cash
I188687,C814259,Cosmetics,4,162.64,16-05-2021,Zorlu Center,Female,62.0,Credit Card
I194540,C237828,Clothing,3,900.24,08-08-2022,Viaport Outlet,Male,20.0,Cash
I174249,C984116,Cosmetics,4,162.64,20-01-2021,Kanyon,Male,19.0,Credit Card
I984369,C299941,Souvenir,2,23.46,11-12-2022,Mall of Istanbul,Female,63.0,Cash
I323259,C261591,Food & Beverage,1,5.23,02-02-2022,Metrocity,Female,57.0,Credit Card
I292800,C133494,Food & Beverage,5,26.15,04-03-2022,Metropol AVM,Male,27.0,Cash
I158873,C178229,Toys,3,107.52,17-08-2021,Kanyon,Female,34.0,Credit Card
I126770,C167015,Technology,5,5250.0,23-11-2021,Mall of Istanbul,Female,67.0,Credit Card
I243732,C138381,Shoes,5,3000.85,15-03-2022,Metropol AVM,Female,48.0,Credit Card
I144218,C262534,Shoes,5,3000.85,10-03-2022,Kanyon,Female,18.0,Cash
I425068,C270169,Clothing,5,1500.4,02-10-2022,Metropol AVM,Male,39.0,Credit Card
I165977,C191783,Clothing,1,300.08,05-10-2021,Forum Istanbul,Male,37.0,Cash
I105445,C519851,Food & Beverage,4,20.92,14-09-2021,Metropol AVM,Female,22.0,Credit Card
I235041,C731053,Toys,1,35.84,19-08-2021,Viaport Outlet,Female,49.0,Credit Card
I930404,C153584,Clothing,2,600.16,03-09-2021,Kanyon,Female,29.0,Debit Card
I103308,C174685,Food & Beverage,3,15.69,07-10-2022,Forum Istanbul,Female,69.0,Debit Card
I264668,C152753,Toys,3,107.52,22-05-2022,Kanyon,Female,69.0,Cash
I955575,C235185,Clothing,1,300.08,04-12-2021,Metrocity,Female,55.0,Credit Card
I121477,C744113,Cosmetics,2,81.32,04-01-2021,Metropol AVM,Male,34.0,Credit Card
I343187,C217376,Food & Beverage,5,26.15,30-11-2022,Mall of Istanbul,Female,45.0,Cash
I338286,C172234,Food & Beverage,3,15.69,07-09-2021,Kanyon,Female,34.0,Credit Card
I323635,C644780,Shoes,2,1200.34,19-01-2022,Viaport Outlet,Male,19.0,Cash
I328077,C144786,Toys,2,71.68,03-12-2022,Emaar Square Mall,Female,68.0,Debit Card
I505336,C275369,Clothing,3,900.24,30-12-2021,Mall of Istanbul,Female,46.0,Cash
I235081,C755084,Clothing,5,1500.4,05-07-2021,Metrocity,Female,48.0,Credit Card
I214874,C208589,Cosmetics,2,81.32,13-11-2021,Mall of Istanbul,Female,57.0,Debit Card
I960185,C111890,Food & Beverage,1,5.23,10-06-2021,Kanyon,Female,66.0,Debit Card
I180839,C219525,Food & Beverage,4,20.92,17-08-2021,Metrocity,Male,51.0,Debit Card
I219229,C105467,Food & Beverage,5,26.15,16-01-2023,Emaar Square Mall,Male,37.0,Cash
I140909,C150751,Food & Beverage,4,20.92,16-07-2021,Metropol AVM,Male,52.0,Cash
I273595,C129667,Food & Beverage,2,10.46,23-08-2021,Cevahir AVM,Female,41.0,Credit Card
I205815,C251928,Technology,3,3150.0,22-02-2022,Kanyon,Male,29.0,Cash
I315077,C796867,Books,4,60.6,15-11-2021,Zorlu Center,Female,33.0,Cash
I211684,C333717,Shoes,2,1200.34,25-05-2022,Mall of Istanbul,Male,38.0,Credit Card
I218197,C654133,Clothing,4,1200.32,05-07-2022,Metrocity,Male,31.0,Cash
I625052,C191318,Clothing,2,600.16,07-02-2023,Kanyon,Female,55.0,Cash
I175150,C337939,Food & Beverage,2,10.46,02-02-2022,Istinye Park,Male,32.0,Credit Card
I302923,C183348,Souvenir,2,23.46,25-07-2022,Kanyon,Female,31.0,Credit Card
I205801,C930006,Clothing,3,900.24,09-09-2021,Cevahir AVM,Male,45.0,Credit Card
